"문화재 일련번호","문화재명칭_한글","한자","영문","수량ㆍ규모","규격","구조ㆍ형식","재질","조성연대","측량성과","소재지ㆍ보관장소_자치구","기타주소","관리청","지정일","해제일"
"11712","초조본 대방광불화엄경 주본 권2, 75","初雕本 大方廣佛華嚴經 周本 卷二,七十五","","2卷2軸","권2 세로 28.7㎝, 가로 46.5㎝, 권75 세로 29.8㎝, 가로 46.1㎝","동산문화재 해당항목 아님","저지","고려시대","","관악구","남부순환로152길 53, 호림박물관 (신림동,호림박물관) ","","19910712",""
"11713","초조본 아비달마식신족론 권12","初雕本 阿毗達磨識身足論卷 第十二","","1卷1軸","29.5×1,076㎝","동산문화재 해당항목 아님","저지","고려시대","","관악구","남부순환로152길 53, 호림박물관 (신림동,호림박물관) ","","19910712",""
"11714","초조본 아비담비파사론 권11,17","初雕本 阿毗曇毗婆沙論 卷十一, 十七","","2卷2軸","권11 세로 28.9㎝x가로 47.8㎝x46장, 권17 세로 29.7㎝x가로 47.4㎝x37장","동산문화재 해당항목 아님","저지","고려시대","","관악구","남부순환로152길 53, 호림박물관 (신림동,호림박물관) ","","19910712",""
"11715","초조본 불설최상근본대락금강불공삼매대교왕경 권6","初雕本 佛說最上根本大樂金剛不空三昧大敎王經 卷六","","1卷1軸","세로 29.8㎝x가로 47.1㎝x24장","동산문화재 해당항목 아님","저지","고려시대","","관악구","남부순환로152길 53, 호림박물관 (신림동,호림박물관) ","","19910712",""
"11716","청자 모자원숭이모양 연적","靑磁 母子猿形 硯滴","","1点","높이 9.8, 몸통지름 6.0㎝","동산문화재 해당항목 아님","청자","고려시대","","성북구","성북로 102-11, 간송미술관 (성북동)","","19920420",""
"11717","초조본 현양성교론 권12","初雕本 顯揚聖敎論 卷12","","1卷1軸","가로 45.8㎝, 세로 28.6㎝","동산문화재 해당항목 아님","저지","고려시대","","용산구","서빙고로 137, 국립중앙박물관 (용산동5가,임향한의원) ","","19920420",""
"11718","초조본 유가사지론 권32","初雕本 瑜伽師地論 卷三十二","","1卷1軸","가로 44.8㎝, 세로 28.8㎝","동산문화재 해당항목 아님","저지","고려시대","","용산구","서빙고로 137, 국립중앙박물관 (용산동5가,임향한의원) ","","19920420",""
"11719","초조본 유가사지론 권15","初雕本 瑜伽師地論 卷15 ","","1卷1軸","가로 47.6㎝, 세로 28.6㎝","동산문화재 해당항목 아님","저지","고려시대","","용산구","서빙고로 137, 국립중앙박물관 (용산동5가,임향한의원) ","","19920728",""
"11720","성거산 천흥사명 동종","聖居山天興寺銘銅鍾","","1軀","종 높이 1.33m, 종 입구 0.96m","동산문화재 해당항목 아님","청동","고려시대","","용산구","서빙고로 137, 국립중앙박물관 (용산동5가,임향한의원)","","19930910",""
"11721","백자 병형 주전자","白磁 甁形 注子","","1点","총높이 33㎝, 입지름 6㎝, 밑지름 11.4㎝ ","동산문화재 해당항목 아님","백자","조선시대","","관악구","남부순환로152길 53, 호림박물관 (신림동,호림박물관) ","","19930910",""
"11722","초조본 대반야바라밀다경 권162,170,463","初雕本 大般若波羅密多經 卷一百六十二, 一百七十, 四百六十三","","3卷3軸","권162 25.5×49.8cm, 권170 25×50.5cm, 권463 25.5×50cm","동산문화재 해당항목 아님","저지","고려시대","","강남구","언주로 827 (신사동) 코리아나 화장박물관","","19950310",""
"11723","용감수경 권3~4","龍龕手鏡 卷三~四","","1点","1건, 3권 : 26.1×19.4cm, 4권 : 25.8×19.7cm","동산문화재 해당항목 아님","종이","고려시대","","성북구","안암로 145, 중앙도서관 (안암동5가,고려대학교안암캠퍼스(인문사회계))","","19970101",""
"11725","백자 청화철채동채초충문 병","白磁 靑畵鐵彩銅彩草蟲文 甁","","1点","높이 42.3cm, 입지름 4.1cm, 밑지름 13.3cm","동산문화재 해당항목 아님","백자","조선시대","","성북구","성북로 102-11, 간송미술관 (성북동,간송미술관)","","19970101",""
"11726","나주 신촌리 금동관","羅州 新村里 金銅冠","","1式","높이 25.5㎝","동산문화재 해당항목 아님","금동","백제","","용산구","서빙고로 137, 국립중앙박물관 (용산동5가,임향한의원) ","","19970922",""
"11727","승정원일기","承政院日記","","3,243冊","41.2×29.4㎝","동산문화재 해당항목 아님","저지","조선시대","","관악구","관악로 599 서울대학교 규장각 학국학중앙연구원(신림동)","","19990409",""
"11728","삼국유사 권3~5","三國遺事卷 卷三~五","","3卷1冊","규격미상","동산문화재 해당항목 아님","지","","","종로구","수송동 80","","20030203",""
"11729","삼국유사","三國遺事","","5卷2冊","34x22cm","동산문화재 해당항목 아님","지","조선시대","","관악구","관악로 599 서울대학교 규장각 학국학중앙연구원(신림동)","","20030414",""
"11730","백자 달항아리","白磁 壺","","1点","높이 44cm, 몸통지름 42cm","동산문화재 해당항목 아님","백자","조선시대","","용산구","이태원로55길 60-16, 삼성미술관 리움 (한남동)","","20071217",""
"11731","백자 달항아리","白磁 壺","","1点","높이 43.8cm, 몸통지름 44cm","동산문화재 해당항목 아님","백자","조선시대","","종로구","효자로 12, 국립고궁박물관 (세종로,국립고궁박물관) ","","20071217",""
"11732","옛 보신각 동종","舊普信閣 銅鍾","","1軀","총높이 3.18m, 입지름 2.28m, 무게 19.66t","동산문화재 해당항목 아님","청동","","","용산구","서빙고로 137 국립중앙박물관","","19630121",""
"11733","사인비구 제작 동종-서울 화계사 동종","思印比丘製作 銅鍾-서울 華溪寺 銅鍾","Bronze Bell of Hwagyesa Temple in Seoul","1軀","종 높이 0.98m, 입지름 0.68m","동산문화재 해당항목 아님","청동","","","강북구","인수봉로47길 117, 화계사 (수유동) ","","20000215",""
"11734","청자 ‘순화4년’명 항아리","靑磁 ‘淳化四年’銘 壺","","1個","높이 35.2㎝","동산문화재 해당항목 아님","청자","고려시대","","서대문구","이화여대길 52, 박물관 (신촌동) ","","19630121",""
"11735","백자 박산형뚜껑 향로","白磁 博山形蓋 香爐","","1点","높이 8.5㎝, 입지름 8.1㎝","동산문화재 해당항목 아님","백자","조선시대","","성북구","성북로 102-11, 간송미술관 (성북동,간송미술관) ","","19630121",""
"11736","백자 청화투각모란당초문 항아리","白磁 靑畵透刻牡丹唐草文 立壺","","1個","높이 26.7㎝, 입지름 14.3㎝, 밑지름 16.5㎝","동산문화재 해당항목 아님","백자","조선시대","","용산구","서빙고로 137 국립중앙박물관","","19630121",""
"11737","남양주 수종사 부도 사리장엄구","南陽州 水鐘寺 浮屠 舍利莊嚴具","","3個","청자항아리 높이 31.2㎝ 아가리 지름 26㎝, 은제도금육각감 높이 17.3㎝, 금동구층소탑 높이가 12.9㎝","동산문화재 해당항목 아님","청자 외 복합","시대미상","","종로구","우정국로 55, 불교중앙박물관 (견지동,광교빌딩) ","","19630121",""
"11738","금보","琴譜","","1冊","규격미상","동산문화재 해당항목 아님","저지","","","성북구"," 성북로 102-11, 간송미술관 (성북동,간송미술관)","","19630121",""
"11739","금동여래입상","金銅如來立像","","1軀","전체 높이 38.2cm, 불상 높이 29.5cm","동산문화재 해당항목 아님","금동","","","성북구"," 성북로 102-11, 간송미술관 (성북동,간송미술관)","","19630121",""
"11740","금동보살입상","金銅菩薩立像","","1軀","불상 높이 18.8cm","동산문화재 해당항목 아님","금동","","","성북구"," 성북로 102-11, 간송미술관 (성북동,간송미술관)","","19630121",""
"11741","청자상감포도동자문매병","靑磁象嵌葡萄童子文梅甁","","1個","높이 41.5㎝, 입지름 7.5㎝, 밑지름 15.8㎝","동산문화재 해당항목 아님","청자","","","성북구","성북로 102-11, 간송미술관 (성북동,간송미술관) ","","19630121",""
"11742","분청사기 박지철채화문 병","粉靑沙器 剝地鐵彩花文 甁","","1個","높이 20.4㎝, 입지름 5.2㎝, 밑지름 8㎝","동산문화재 해당항목 아님","분청","조선시대","","성북구","성북로 102-11, 간송미술관 (성북동,간송미술관) ","","19630121",""
"11743","봉은사 청동 은입사 향완","奉恩寺 靑銅銀入絲香?","","1点","높이 0.37m, 지름 0.51m","동산문화재 해당항목 아님","청동","","","종로구","우정국로 55, 불교중앙박물관 (견지동,광교빌딩) ","","19630121",""
"11744","금동약사여래입상","金銅藥師如來立像","","1軀","불상 높이 29.6cm","동산문화재 해당항목 아님","금동","","","용산구","서빙고로 137 국립중앙박물관","","19630121",""
"11745","금동미륵보살반가사유상","金銅彌勒菩薩般伽思惟像","","1軀","불상 높이 28.5cm","동산문화재 해당항목 아님","금동","삼국시대","","용산구","서빙고로 137, 국립중앙박물관 (용산동5가,임향한의원) ","","19630121",""
"11746","하남 하사창동 철조석가여래좌상 ","河南 下司倉洞 鐵造釋迦如來坐像","","1軀","불상 높이 2.88m ","동산문화재 해당항목 아님","철","","","용산구","서빙고로 137, 국립중앙박물관 (용산동5가,임향한의원) ","","19630121",""
"11747","금동보살입상","金銅菩薩立像","","1軀","불상 높이 15.1cm ","동산문화재 해당항목 아님","금동","","","용산구","서빙고로 137, 국립중앙박물관 (용산동5가,임향한의원) ","","19630121",""
"11748","금령총금관","金鈴塚金冠","","1軀","높이 27㎝, 지름 15㎝ ","동산문화재 해당항목 아님","금","","","용산구","서빙고로 137, 국립중앙박물관 (용산동5가,임향한의원) ","","19630121",""
"11749","청자 철재퇴화삼엽문 매병","靑磁 鐵彩堆花蔘葉文 梅甁","","1個","높이 27.5, 입지름 5cm, 밑지름 9.5cm","동산문화재 해당항목 아님","청자","고려시대","","용산구","서빙고로 137, 국립중앙박물관 (용산동5가,임향한의원) ","","19630121",""
"11750","청자 음각모란 상감보자기문 유개매병","靑磁 陰刻牡丹象嵌?紗文 有蓋梅甁","","1個","높이 35.4㎝, 지름 22.1㎝","동산문화재 해당항목 아님","청자","고려시대","","용산구","서빙고로 137, 국립중앙박물관 (용산동5가,임향한의원) ","","19630121",""
"11751","부여 외리 문양전 일괄","扶餘 外里 文樣塼 一括","","8枚","한변 29㎝×29㎝×두께 4㎝","동산문화재 해당항목 아님","벽돌","백제","","용산구","서빙고로 137, 국립중앙박물관 (용산동5가,임향한의원) ","","19630121",""
"11752","청자 양각갈대기러기문 정병","靑磁 陽刻葦蘆文 淨甁","","1個","높이 34.2㎝, 입지름 1.3㎝, 배지름 13.4㎝, 밑지름 9.3㎝","동산문화재 해당항목 아님","청자","고려시대","","용산구","서빙고로 137, 국립중앙박물관 (용산동5가,임향한의원) ","","19630121",""
"11753","백자상감모란문매병","白磁象嵌牡丹文梅甁","","1個","높이 29.2㎝, 몸지름 18.7㎝","동산문화재 해당항목 아님","백자","","","용산구","서빙고로 137, 국립중앙박물관 (용산동5가,임향한의원) ","","19630121",""
"11754","청자 상감동채모란문 매병","靑磁 象嵌銅彩牡丹文 梅甁","","1個","높이 34.6㎝, 입지름 5.6㎝, 몸지름 21.7㎝, 밑지름 13.5㎝","동산문화재 해당항목 아님","청자","고려시대","","용산구","서빙고로 137, 국립중앙박물관 (용산동5가,임향한의원) ","","19630121",""
"11755","분청사기 상감어문 매병","粉靑沙器 象嵌魚文 梅甁","","1個","높이 30.0㎝, 입지름 4.6㎝, 배지름 16.1㎝, 밑지름 10.4㎝","동산문화재 해당항목 아님","청자","고려시대","","용산구","서빙고로 137, 국립중앙박물관 (용산동5가,임향한의원)","","19630121",""
"11756","분청사기 상감모란문 반합","粉靑沙器 象嵌牡丹文 飯盒","","1個","높이 16㎝, 몸지름 16.8㎝","동산문화재 해당항목 아님","분청사기","조선시대","","성북구","성북로 102-11, 간송미술관 (성북동,간송미술관) ","","19630121",""
"11757","청자 상감국화모란당초문 모자합 ","靑磁 象嵌菊花牡丹唐草文 母子盒","","1個","모합(母盒) 높이 8.4㎝, 지름 19.1㎝, 팔릉형자합(八稜形子盒) 높이 3.1㎝, 지름 7.9㎝, 자합(子盒) 4점, 높이 3㎝, 길이 7.8㎝","동산문화재 해당항목 아님","청자","고려시대","","성북구","성북로 102-11, 간송미술관 (성북동,간송미술관)","","19630121",""
"11758","감지은니묘법연화경권7","紺紙銀泥妙法蓮華經卷7","","1個","33.5×11.5㎝(절첩 크기)","동산문화재 해당항목 아님","저지(감지)","","","서대문구","이화여대길 52 박물관(신촌동)","","19630121",""
"11760","부산진순절도","釜山鎭殉節圖","","1幅","세로 145cm 가로 96cm 종축","동산문화재 해당항목 아님","비단 바탕에 채색","","","노원구","화랑로 574 육군박물관(공릉동 산 230-30)","","19630902",""
"11761","동래부순절도","東萊府殉節圖","","1幅","세로 145cm 가로 96cm 종축","동산문화재 해당항목 아님","비단 바탕에 채색","","","노원구","화랑로 574 육군박물관(공릉동 산 230-30)","","19630902",""
"11762","월인천강지곡 권상","月印千江之曲 卷上","","1冊","미상","동산문화재 해당항목 아님","저지","","","서초구","신반포로 321 (잠원동) ","","19630902",""
"11763","청자 투각고리문 의자","靑磁 透刻連環文 墩","","4個","4점 A1 높이 49.5㎝, 몸지름 38㎝, A2 높이 48㎝, 몸지름 38㎝, B1 높이 50㎝, 몸지름 35㎝, B2 높이 48.5㎝, 몸지름 34㎝","동산문화재 해당항목 아님","청자","고려시대","","서대문구","이화여대길 52, 이화여자대학교박물관 (신촌동) ","","19650401",""
"11764","홍무정운역훈 권3~16","洪武正韻譯訓 卷3∼卷16","","14卷","규격미상","동산문화재 해당항목 아님","저지","","","성북구","안암로 145, 중앙도서관 (안암동5가,고려대학교안암캠퍼스(인문사회계))","","19650401",""
"11765","제왕운기 상,하 이권","帝王韻紀 上,下 二卷","","2卷1冊","가로 18㎝, 세로 29㎝","동산문화재 해당항목 아님","지","","","종로구","종로5길 68 (수송동 80)","","19650401",""
"11766","삼국유사 권제2","三國遺事 卷第二","","1卷1冊","33.7x21.4cm","동산문화재 해당항목 아님","목판본","","","중구","세종대로21길 22, 성암고서박물관 (태평로1가) ","","20021019",""
"11767","삼국유사 권제3-5","三國遺事 卷第三-五","","3卷1冊","규격미상","동산문화재 해당항목 아님","목판본","","","성북구","안암로 145, 중앙도서관 (안암동5가,고려대학교안암캠퍼스(인문사회계))","","20021019",""
"11769","청자 구룡형 주전자","靑磁 龜龍形 注子","","1個","높이 17.2㎝, 길이 20.2㎝","동산문화재 해당항목 아님","청자","고려시대","","용산구"," 서빙고로 137, 국립중앙박물관 (용산동5가,임향한의원)","","19670621",""
"11770","도기 녹유 탁잔","陶器 綠釉 托盞","","1個","총 높이 12cm, 잔 높이 6.5cm, 뚜껑 높이 5.5cm","동산문화재 해당항목 아님","도기","삼국시대","","용산구","서빙고로 137, 국립중앙박물관 (용산동5가,임향한의원) ","","19670621",""
"11771","경주 노서동 금팔찌","慶州 路西洞 金製釧","","1雙","1쌍, 지름 8㎝","동산문화재 해당항목 아님","금","","","용산구","서빙고로 137, 국립중앙박물관 (용산동5가,임향한의원) ","","19670621",""
"11772","경주 황오동 금귀걸이 ","慶州 皇吾洞 金製耳飾","","1雙","1쌍, 길이 9㎝ ","동산문화재 해당항목 아님","금","","","용산구","서빙고로 137, 국립중앙박물관 (용산동5가,임향한의원)","","19670621",""
"11773","경주 노서동 금목걸이","慶州 路西洞 金製頸飾","","1璉","1련, 길이 30.3㎝ ","동산문화재 해당항목 아님","금","","","용산구","서울 용산구  서빙고로 137, 국립중앙박물관 (용산동5가,임향한의원) ","","19670621",""
"11774","이이 남매 화회문기 ","李珥 男妹 和會文記","","1枚","미상","동산문화재 해당항목 아님","저지","","","광진구","아차산로 263, 박물관 (화양동,건국대학교병원)","","19681219",""
"11775","숙신옹주 가옥허여문기 ","淑愼翁主 家屋許與文記","","1軸","56.2x5.0cm","동산문화재 해당항목 아님","저지","","","용산구","서빙고로 137, 국립중앙박물관 (용산동5가,임향한의원)","","19690730",""
"11776","강세황필 도산서원도","姜世晃筆 陶山書院圖","","1幅","가로 138.5㎝, 세로 57.7㎝","동산문화재 해당항목 아님","종이 바탕에 채색","","","용산구","서빙고로 137, 국립중앙박물관 (용산동5가,임향한의원) ","","19700827",""
"11777","석보상절 권6,9,13,19","釋譜詳節 卷六,九,十三,十九","","4冊","규격미상","동산문화재 해당항목 아님","저지","","","서초구","반포대로 201, 국립중앙도서관 (반포동,국립중앙도서관) ","","19701230",""
"11778","석보상절 권23,24","釋譜詳節 卷23,24","","2冊","규격미상","동산문화재 해당항목 아님","저지","","","중구","장충단로 127 동국대학교도서관 (필동3가 26)","","19701230",""
"11779","김홍도필 풍속도 화첩","金弘道筆 風俗圖 畵帖","","1貼","세로 28cm 가로 24cm 화첩 25폭","동산문화재 해당항목 아님","종이 바탕에 채색","","","용산구","서빙고로 137, 국립중앙박물관 (용산동5가,임향한의원) ","","19701230",""
"11780","김정희유묵 예서대련","金正喜遺墨 隸書對聯","","2張","25x14cm","동산문화재 해당항목 아님","장지(壯紙)에 먹","","","중구","세종대로21길 22, 성암고서박물관 (태평로1가 60-17) ","","19710707",""
"11781","주역천견록","周易淺見錄","","3冊","미상","동산문화재 해당항목 아님","저지","","","서대문구","충정로9길 10-10, (재)아단문고 (충정로2가)","","19710830",""
"11782","시용향악보","時用鄕樂譜","","1冊","미상","동산문화재 해당항목 아님","저지","","","서대문구","충정로9길 10-10, (재)아단문고 (충정로2가)","","19710830",""
"11783","자치통감강목 권19의하 ","資治通鑑綱目 卷十九之下","","1冊","반곽26.6x17cm","동산문화재 해당항목 아님","저지","","","서대문구","충정로9길 10-10, (재)아단문고 (충정로2가)  ","","19710830",""
"11784","도기 배모양 명기","陶器 舟形 明器","","1個","높이 9.1㎝, 길이 27.9㎝","동산문화재 해당항목 아님","토기","가야","","용산구","이태원로55길 60-16 리움미술관(한남동 747-18)","","19711221",""
"11785","도기 신발모양 명기","陶器 履形 明器","","1雙","길이 23.5㎝, 너비 6.8∼7.2㎝","동산문화재 해당항목 아님","토기","가야","","용산구","이태원로55길 60-16 리움미술관(한남동 747-18)","","19711221",""
"11786","금귀걸이","金製耳飾","","1雙","길이 9㎝, 큰 고리 지름 3.6㎝","동산문화재 해당항목 아님","금","","","용산구","이태원로55길 60-16 리움미술관(한남동 747-18)","","19711221",""
"11787","청자상감운학모란국화문매병","靑磁象嵌雲鶴牡丹菊花文梅甁","","1個","높이 32.2㎝, 아가리 지름 7㎝, 밑지름 14.5㎝","동산문화재 해당항목 아님","청자","","","용산구","이태원로55길 60-16 리움미술관(한남동 747-18) ","","19711221",""
"11788","금영측우기","錦營測雨器","","1基","3단 조립식, 높이 31.5cm, 지름 29.4cm, 전체무게 6.2㎏","동산문화재 해당항목 아님","청동","","","동작구","여의대방로16길 61 (신대방동,기상청)","","19711221",""
"11789","윤봉길의사 유품 - 선서문","尹奉吉義士 遺品 -宣誓文","","1枚(7行)","21.5×27㎝","동산문화재 해당항목 아님","문서","","","용산구","서빙고로 137, 국립중앙박물관 (용산동5가,임향한의원)","","19720816",""
"11790","윤봉길의사 유품-윤봉길의사의이력서및유서","尹奉吉義士 遺品-尹奉吉義士의履歷書및遺書","","1冊(17枚)","16.5×29㎝","동산문화재 해당항목 아님","문서","","","용산구","서빙고로 137, 국립중앙박물관 (용산동5가,임향한의원) ","","19720816",""
"11792","안중근의사 유묵-백인당중유태화","安重根義士遺墨-百忍堂中有泰和","","1幅","137.4㎝×33.2㎝ ","동산문화재 해당항목 아님","종이에 먹","대한제국시대","","성북구","정릉동 산1-186","","19720816",""
"11793","안중근의사유묵 - 일일부독서구중생형극","安重根義士遺墨 - 一日不讀書口中生荊棘","","1幅","147.7㎝×34.9㎝","동산문화재 해당항목 아님","종이에 먹","","","중구","장충단로 127 동국대학교박물관 (필동3가 26)","","19720816",""
"11794","안중근의사 유묵-치악의악식자부족여의","安重根義士遺墨-恥惡衣惡食者不足與議","","1幅","규격미상","동산문화재 해당항목 아님","종이에 먹","","","종로구","청와대로 1 (세종로) ","","19720816",""
"11795","안중근의사 유묵-동양대세사묘현유지남아기안안화국미성유강개정략불개진가련","安重根義士 遺墨-東洋大勢思杳玄有志男兒豈安眼和局未成猶慷慨政","","1幅","규격미상","동산문화재 해당항목 아님","종이에 먹","","","동작구","상도로 369, 한국기독교박물관 (상도동,숭실대학교)  ","","19720816",""
"11796","안중근의사 유묵-용공난용연포기재","安重根義士遺墨-庸工難用連抱奇材","","1幅","규격미상","동산문화재 해당항목 아님","종이에 먹","","","용산구","서빙고로 137, 국립중앙박물관 (용산동5가,임향한의원) ","","19720816",""
"11797","안중근의사유묵-인무원려난성대업","安重根義士遺墨-人無遠慮難成大業","","1幅","135.8㎝×33.5㎝","동산문화재 해당항목 아님","종이에 먹","","","동작구","상도로 369, 한국기독교박물관 (상도동,숭실대학교)","","19720816",""
"11798","안중근의사유묵-오로봉위필청천일장지삼상작연지사아복중시","安重根義士遺墨-五老峰爲筆靑天一丈紙三湘作硯池寫我腹中詩","","1幅","138.4㎝×31.8㎝","동산문화재 해당항목 아님","종이에 먹","","","마포구","와우산로 94 (상수동72-1,홍익대학교) ","","19720816",""
"11799","안중근의사유묵-세한연후지송백지부조","安重根義士遺墨-歲寒然後知松栢之不凋","","1幅","133.6㎝×30.6㎝","동산문화재 해당항목 아님","종이에 먹","","","중구","새문안로 55, 서울역사박물관 (신문로2가,서울역사박물관) ","","19720816",""
"11800","안중근의사 유묵-장부수사시여철의사임위기사운","安重根義士 遺墨-丈夫雖死心如鐵義士臨危氣似雲","","1幅","135.4㎝×31.7㎝","동산문화재 해당항목 아님","종이에 먹","","","동작구","상도로 369 숭실대학교 한국기독교박물관(상도5동 1-1, 숭실대학교박물관)","","19720816",""
"11801","안중근의사 유묵-박학어문약지이례","安重根義士 遺墨-博學於文約之以禮","","1幅"," 가로 약 33cm, 세로 약 138㎝","동산문화재 해당항목 아님","종이에 먹","","","중구","새문안로 55, 서울역사박물관 (신문로2가,서울역사박물관) ","","19720816",""
"11802","안중근의사 유묵-제일강산","安重根義士 遺墨-第一江山","","1幅","38.6㎝×96.6㎝","동산문화재 해당항목 아님","종이에 먹","","","동작구","상도로 369 숭실대학교 한국기독교박물관 (상도5동 1-1, 숭실대학교박물관)","","19720816",""
"11804","안중근의사 유묵-인내","安重根義士 遺墨-忍耐","","1幅","규격미상","동산문화재 해당항목 아님","종이에 먹","대한제국시대","","마포구","공덕동156","","19720816",""
"11805","안중근의사유묵-극락","安重根義士 遺墨-極樂","","1幅","33.3㎝×67㎝","동산문화재 해당항목 아님","종이에 먹","","","종로구","새문안로 55 서울역사박물관 ","","19720816",""
"11806","안중근의사 유묵-운재","安重根義士 遺墨-雲齋","","1幅","32.8㎝×67.8㎝","동산문화재 해당항목 아님","종이에 먹","","","종로구","새문안로 55, 서울역사박물관 (신문로2가,서울역사박물관) ","","19720816",""
"11808","안중근의사 유묵-국가안위노심초사","安重根義士 遺墨-國家安危勞心焦思","","1幅","149㎝×38.2㎝","동산문화재 해당항목 아님","종이에 먹","","","중구","새문안로 55, 서울역사박물관 (신문로2가,서울역사박물관) ","","19930115",""
"11809","안중근의사 유묵-위국헌신군인본분","安重根義士 遺墨-爲國獻身軍人本分","","1幅","137㎝×32.8㎝ ","동산문화재 해당항목 아님","종이에 먹","","","중구","새문안로 55 서울역사박물관 (남대문로5가 471, 안중근의사기념관)","","19930115",""
"11810","안중근의사 유묵-언충신행독경만방가행","安重根義士 遺墨-言忠信行篤敬蠻邦加行","","1幅","가로 34.1㎝·세로 137.0㎝","동산문화재 해당항목 아님","종이에 서예","","","중구","새문안로 55, 서울역사박물관 (신문로2가,서울역사박물관) ","","19930115",""
"11811","시천견록 및 서천견록","詩淺見錄 및 書淺見錄","","1冊","25.5x18.1cm","동산문화재 해당항목 아님","저지","조선시대","","서대문구","충정로9길 10-10, (재)아단문고 (충정로2가) ","","19730710",""
"11813","봉업사명 청동북","奉業寺銘 靑銅金鼓","","1個","지름 61㎝, 너비 12.9㎝","동산문화재 해당항목 아님","청동","","","서대문구","연세로 50 연세대학교박물관(신촌동134 연세대박물관)","","19731231",""
"11814","분청사기상감‘정통5년’명 어문 반형 묘지","粉靑沙器 象嵌‘正統五年’銘 魚文 盤形 墓誌","","1個","높이 9.4㎝, 입지름 35.8㎝, 밑지름 13㎝","동산문화재 해당항목 아님","분청","조선시대","","용산구","이태원로55길 60-16, 삼성미술관 리움 (한남동) ","","19740709",""
"11815","강민첨 초상","姜民瞻 肖像","","1点","세로 80cm 가로 61.3cm 종축","동산문화재 해당항목 아님","비단 바탕에 채색","","","용산구","서빙고로 137, 국립중앙박물관 (용산동5가,임향한의원) ","","19750516",""
"11816","강현 초상","姜&#37607; 肖像","","1点","세로 165.8cm 가로 96cm 종축","동산문화재 해당항목 아님","비단 바탕에 채색","","","용산구","서빙고로 137, 국립중앙박물관 (용산동5가,임향한의원) ","","19750516",""
"11817","강세황 초상-강세황자필본  ","姜世晃 肖像-姜世晃自筆本 ","","1点","세로 88.7cm 가로 51cm 종축","동산문화재 해당항목 아님","비단 바탕에 채색","","","용산구","서빙고로 137, 국립중앙박물관 (용산동5가,임향한의원) ","","19750516",""
"11818","강세황 초상-이명기필본","姜世晃 肖像-李命基筆本","","1点","가로 94㎝, 세로 145.5㎝","동산문화재 해당항목 아님","비단 바탕에 채색","","","용산구","서빙고로 137, 국립중앙박물관 (용산동5가,임향한의원) ","","19750516",""
"11819","석씨원류응화사적목판 ","釋氏源流應化事蹟木板","","212板","너비 64cm, 길이 28.3cm ","동산문화재 해당항목 아님","목판본","","","종로구","우정국로 55, 불교중앙박물관 (견지동,광교빌딩) ","","19750516",""
"11820","허목수고본","許穆手稿本","","3種12冊","1)동해비첩1책 첩장 50㎝ ×32.7㎝, 2)금석운부 2책 사본 선장 34.7㎝ ×22㎝, 3)고문운부9책 사본 선장 34.5㎝ ×22.7㎝","동산문화재 해당항목 아님","저지(?紙)에 먹","","","용산구","서빙고로 137, 국립중앙박물관 (용산동5가,임향한의원)","","19750516",""
"11821","기사계첩","耆社契帖","","1帖","세로 59.5cm 가로 76cm 화첩","동산문화재 해당항목 아님","비단 바탕에 채색","","","서대문구","이화여대길 52, 이화여자대학교박물관 (신촌동)","","19781207",""
"11823","인천안목","人天眼目","","3冊","세로 27.2㎝, 가로 18㎝","동산문화재 해당항목 아님","저지","","","서대문구","충정로9길 10-10, (재)아단문고 (충정로2가) ","","19781207",""
"11824","선종영가집","禪宗永嘉集","","1冊","16.6×26.9cm(책 크기), 16.3×11.7cm(반곽 크기)","동산문화재 해당항목 아님","저지","","","서대문구","충정로9길 10-10, (재)아단문고 (충정로2가) ","","19781207",""
"11825","고구려 평양성 석편","高句麗 平壤城 石片","","一括","가로 약36㎝, 세로 약18㎝, 두께 약9㎝","동산문화재 해당항목 아님","화강암","","","서대문구","이화여대길 52, 이화여자대학교박물관 (신촌동) ","","19781207",""
"11826","백자 청화송죽인물문 항아리","白磁 靑畵松竹人物文 立壺","","1個","높이 47㎝, 입지름 15.4㎝, 밑지름 16.7㎝","동산문화재 해당항목 아님","백자","조선시대","","서대문구","이화여대길 52, 이화여자대학교박물관 (신촌동) ","","19781207",""
"11827","백자 철화운룡문 항아리 ","白磁 鐵畵雲龍文 立壺","","1個","높이 45.8㎝, 입지름 15.8㎝, 밑지름 15.7㎝","동산문화재 해당항목 아님","백자","조선시대","","서대문구","이화여대길 52, 이화여자대학교박물관 (신촌동) ","","19781207",""
"11829","승자총통","勝字銃筒","","1軀","전체길이 56.8cm, 통길이 34.8cm, 입지름 4cm, 무게 4.5kg","동산문화재 해당항목 아님","청동","","","용산구","서빙고로 137, 국립중앙박물관 (용산동5가,임향한의원)","","19781207",""
"11830","자수사계분경도","刺繡四季盆景圖","","1帖","각 폭 40cm×66cm ","동산문화재 해당항목 아님","재료 정보 없음","","","강남구","논현로132길 34, 한국자수박물관 (논현동 89-4)","","19790208",""
"11831","자수가사   ","刺繡袈娑","","1着","가로 240㎝, 세로63㎝","동산문화재 해당항목 아님","緞","","","강남구","논현로132길 34, 한국자수박물관 (논현동) ","","19790208",""
