"연번","업소명","업종","업태","소재지","도로명주소","전화번호","한실수","양실수"
"1483","금촌모텔","숙박업(일반)","여관업","서울특별시 도봉구 쌍문동 716번지 24호","서울특별시 도봉구 도봉로135길 18, (쌍문동)","02-900-7706","","11"
"1484","현대","숙박업(일반)","여인숙업","서울특별시 도봉구 쌍문동 713번지 45호","서울특별시 도봉구 도봉로135길 24, (쌍문동)","02-994-1599","12",""
"1485","동원모텔","숙박업(일반)","여인숙업","서울특별시 도봉구 쌍문동 81번지 227호","서울특별시 도봉구 도봉로125길 7, (쌍문동)","02-997-5529","0","8"
"1486","온천","숙박업(일반)","여관업","서울특별시 도봉구 도봉동 624번지 17호","서울특별시 도봉구 도봉로156길 11, (도봉동)","02-954-3164","12",""
"1487","삼성","숙박업(일반)","여관업","서울특별시 도봉구 도봉동 617번지 27호","서울특별시 도봉구 시루봉로29길 6, 도봉1동 (도봉동)","02-954-9502","","15"
"1488","대금장","숙박업(일반)","여관업","서울특별시 도봉구 도봉동 600번지 2호","서울특별시 도봉구 도봉로165길 7, (도봉동)","02-955-2221","","13"
"1489","경림장","숙박업(일반)","여관업","서울특별시 도봉구 쌍문동 103번지 69호","서울특별시 도봉구 도봉로 417, (쌍문동)","02-900-6634","","28"
"1490","동궁","숙박업(일반)","여관업","서울특별시 도봉구 방학동 694번지 21호","서울특별시 도봉구 방학로6길 21, (방학동)","02-3493-9110","7","3"
"1491","안성장","숙박업(일반)","여인숙업","서울특별시 도봉구 쌍문동 38번지 5호","서울특별시 도봉구 방학로3가길 4, (쌍문동)","02-996-1837","","17"
"1492","HOTEL RAUM","숙박업(일반)","여관업","서울특별시 도봉구 쌍문동 716번지 37호","서울특별시 도봉구 도봉로 613, (쌍문동)","02-904-8608","0","15"
"1493","M 레지던스","숙박업(일반)","여관업","서울특별시 도봉구 도봉동 603번지 14호","서울특별시 도봉구 도봉로 777, (도봉동)","02-954-2555","0","21"
"1494","테마모텔","숙박업(일반)","여관업","서울특별시 도봉구 창동 715번지 6호","서울특별시 도봉구 도봉로 574, (창동)","02-998-8828","8","11"
"1495","금강창동","숙박업(일반)","여관업","서울특별시 도봉구 창동 601번지 44호","서울특별시 도봉구 덕릉로59길 20, (창동)","02-998-6400","14",""
"1496","W 모텔","숙박업(일반)","여관업","서울특별시 도봉구 창동 731번지 22호","서울특별시 도봉구 도봉로 594, (창동)","02-903-1914","","17"
"1497","도봉산모텔","숙박업(일반)","여관업","서울특별시 도봉구 도봉동 563번지 8호","서울특별시 도봉구 도봉로 867, (도봉동)","02-954-2246","7","10"
"1498","금강장","숙박업(일반)","여관업","서울특별시 도봉구 도봉동 631번지 21호","서울특별시 도봉구 마들로 732, 도봉동 (도봉동)","02-954-4156","8","5"
"1499","럭스","숙박업(일반)","여관업","서울특별시 도봉구 도봉동 620번지 30호","서울특별시 도봉구 도봉로 739, (도봉동)","010-2772-1370","","19"
"1500","도봉산장","숙박업(일반)","여관업","서울특별시 도봉구 도봉동 561번지 4호","서울특별시 도봉구 도봉로 897, (도봉동)","02-954-5959","10",""
"1501","소피아관광호텔","숙박업(일반)","관광호텔","서울특별시 도봉구 쌍문동 88번지 1호","서울특별시 도봉구 도봉로 511, (쌍문동)","02-900-8011","8","43"
"1502","몽 모텔","숙박업(일반)","여관업","서울특별시 도봉구 도봉동 559번지 28호","서울특별시 도봉구 도봉로 917, (도봉동)","02-954-6400","10","10"
"1503","애니텔","숙박업(일반)","여관업","서울특별시 도봉구 창동 4번지 1호","서울특별시 도봉구 마들로11가길 13-7, (창동)","02-990-5566","6","40"
"1504","맥스","숙박업(일반)","여관업","서울특별시 도봉구 창동 9번지 2호","서울특별시 도봉구 노해로 381, (창동)","02-993-9898","1","51"
"1505","휴모텔","숙박업(일반)","여관업","서울특별시 도봉구 도봉동 623번지 14호","서울특별시 도봉구 도봉로152가길 64, (도봉동)","02-955-1912","","10"
"1506","모텔세화","숙박업(일반)","여관업","서울특별시 도봉구 방학동 694번지 8호","서울특별시 도봉구 방학로6길 17, (방학동)","02-954-3344","15","3"
"1507","베르사유","숙박업(일반)","여관업","서울특별시 도봉구 창동 14번지 2호","서울특별시 도봉구 마들로11길 35, (창동)","02-998-9092","0","40"
"1508","리젠트호텔","숙박업(일반)","여관업","서울특별시 도봉구 창동 14번지 3호","서울특별시 도봉구 마들로11길 29, (창동)","02-992-1455","0","49"
"1509","론스타호텔","숙박업(일반)","일반호텔","서울특별시 도봉구 창동 14번지 1호","서울특별시 도봉구 마들로11길 37, (창동)","02-992-6969","0","72"
"1510","사랑방모텔","숙박업(일반)","여관업","서울특별시 도봉구 방학동 661번지 1호 지상2층","서울특별시 도봉구 도당로 81, 지상2층 (방학동)","02-3492-2244","0","11"
"1511","더데이관광호텔","숙박업(일반)","관광호텔","서울특별시 도봉구 도봉동 560번지 16호 더데이호텔 지상1~6층","서울특별시 도봉구 도봉로 903, 지상1~6층 (도봉동, 더데이호텔)","010-3784-3661","0","60"
"1512","대흥장","숙박업(일반)","여관업","서울특별시 노원구 상계동 156번지 24호","서울특별시 노원구 한글비석로24라길 5, (상계동)","02-0936-6740","8",""
"1513","호수장여관","숙박업(일반)","여인숙업","서울특별시 노원구 상계동 101번지 28호","서울특별시 노원구 덕릉로115나길 5, (상계동)","02-3391-4874","10",""
"1514","은실","숙박업(일반)","여인숙업","서울특별시 노원구 상계동 101번지 25호","서울특별시 노원구 덕릉로115나길 9, (상계동)","02-930-0601","7",""
"1515","제일여관","숙박업(일반)","여관업","서울특별시 노원구 상계동 95번지 1호","서울특별시 노원구 덕릉로112길 6, (상계동)","-2959","13",""
"1516","도봉","숙박업(일반)","여인숙업","서울특별시 노원구 상계동 169번지 221호","서울특별시 노원구 한글비석로23길 37, (상계동)","02-0930-4524","5",""
"1517","황실","숙박업(일반)","여인숙업","서울특별시 노원구 상계동 83번지 10호","서울특별시 노원구 덕릉로95가길 34, (상계동)","02-3391-6122","8",""
"1518","엠모텔","숙박업(일반)","여관업","서울특별시 노원구 월계동 379번지 16호","서울특별시 노원구 석계로18길 10-5, (월계동)","02-0941-1826","13",""
"1519","대신장","숙박업(일반)","여관업","서울특별시 노원구 상계동 169번지 136호","서울특별시 노원구 상계로23나길 42, (상계동)","02-936-0373","8",""
"1520","서울 여인숙","숙박업(일반)","여인숙업","서울특별시 노원구 상계동 95번지 64호","서울특별시 노원구 덕릉로110길 8, (상계동)","02-0936-4310","6",""
"1521","동궁","숙박업(일반)","여인숙업","서울특별시 노원구 상계동 169번지 199호","서울특별시 노원구 한글비석로23길 29, (상계동)","02-0937-7623","9",""
"1522","우성","숙박업(일반)","여관업","서울특별시 노원구 월계동 104번지 15호","서울특별시 노원구 화랑로45길 42-17, (월계동)","02-0973-9783","1","18"
"1523","큐티모텔","숙박업(일반)","여관업","서울특별시 노원구 공릉동 568번지 23호","서울특별시 노원구 동일로 1035, (공릉동)","02-0972-2585","5","7"
"1524","카누","숙박업(일반)","여관업","서울특별시 노원구 상계동 1132번지 75호","서울특별시 노원구 동일로243길 17, (상계동)","02-0938-6388","","18"
"1525","쉴","숙박업(일반)","여관업","서울특별시 노원구 월계동 383번지 21호","서울특별시 노원구 광운로 61, (월계동)","02-0918-6114","12","3"
"1526","천일","숙박업(일반)","여관업","서울특별시 노원구 공릉동 411번지 4호","서울특별시 노원구 공릉로 167, (공릉동)","02-0972-5995","6","5"
"1527","유성모텔","숙박업(일반)","여관업","서울특별시 노원구 공릉동 644번지 62호","서울특별시 노원구 공릉로20길 5, (공릉동)","02-0949-3460","5","10"
"1528","GALLERY(갤러리)","숙박업(일반)","여관업","서울특별시 노원구 월계동 38번지 6호","서울특별시 노원구 화랑로 343, (월계동)","02-975-7963","7","12"
"1529","천일","숙박업(일반)","여인숙업","서울특별시 노원구 상계동 110번지 11호","서울특별시 노원구 덕릉로 801, (상계동)","02-934-9398","7",""
"1530","엠모텔","숙박업(일반)","여관업","서울특별시 노원구 공릉동 684번지 20호","서울특별시 노원구 화랑로 413, (공릉동)","02-975-1938","5","19"
"1531","테마","숙박업(일반)","여관업","서울특별시 노원구 상계동 708번지 1호","서울특별시 노원구 노해로75길 14-20, (상계동)","02-0935-6541","","27"
"1532","노원장","숙박업(일반)","여관업","서울특별시 노원구 상계동 703번지 1호","서울특별시 노원구 노해로75길 14-7, (상계동)","02-0931-7177","1","29"
"1533","모란장","숙박업(일반)","여관업","서울특별시 노원구 상계동 703번지 3호","서울특별시 노원구 노해로75길 14-13, (상계동)","02-937-7405","5","27"
"1534","세피아","숙박업(일반)","일반호텔","서울특별시 노원구 상계동 706번지","서울특별시 노원구 노해로75길 20-17, (상계동)","02-932-7233","4","45"
"1535","이프모텔","숙박업(일반)","여관업","서울특별시 노원구 상계동 706번지 1호","서울특별시 노원구 노해로75길 20-21, (상계동)","02-933-2603","5","35"
"1536","호텔럭스","숙박업(일반)","일반호텔","서울특별시 노원구 상계동 703번지","서울특별시 노원구 노해로75길 14-3, (상계동)","02-934-1644","1","48"
"1537","뉴몬드","숙박업(일반)","여관업","서울특별시 노원구 상계동 702번지","서울특별시 노원구 노해로75길 20-3, (상계동)","02-3391-8147","1","47"
"1538","미도장","숙박업(일반)","여관업","서울특별시 노원구 상계동 707번지 2호","서울특별시 노원구 노해로75길 14-21, (상계동)","02-952-0540","","30"
"1539","미란다","숙박업(일반)","여관업","서울특별시 노원구 공릉동 653번지 22호 2층","서울특별시 노원구 화랑로 467, (공릉동,2층)","02-0973-2518","3","5"
"1540","금성여관","숙박업(일반)","여인숙업","서울특별시 노원구 상계동 83번지 16호","서울특별시 노원구 덕릉로103길 6, (상계동)","02-0952-8432","9",""
"1541","경북","숙박업(일반)","여인숙업","서울특별시 노원구 상계동 169번지 29호","서울특별시 노원구 상계로23다길 43-1, (상계동)","02-936-6145","","6"
"1542","릿츠호텔","숙박업(일반)","여관업","서울특별시 노원구 상계동 702번지 1, 2호","서울특별시 노원구 노해로75길 20-7, (상계동)","02-2091-0014","","70"
"1543","노블레스관광호텔","숙박업(일반)","관광호텔","서울특별시 노원구 상계동 711번지 9호 ,11","서울특별시 노원구 노해로77길 22, (상계동,,11)","02-935-7161","6","179"
"1544","W호텔","숙박업(일반)","일반호텔","서울특별시 노원구 공릉동 670번지 8호","서울특별시 노원구 화랑로 445, (공릉동, 공릉동 670-8)","02-975-1911","","50"
"1545","팰리스모텔","숙박업(일반)","여관업","서울특별시 노원구 상계동 702번지 3호","서울특별시 노원구 상계로 26, (상계동)","02-935-0066","","53"
"1546","세인트모텔","숙박업(일반)","여관업","서울특별시 노원구 상계동 703번지 2호","서울특별시 노원구 노해로75길 14-9, (상계동)","02-937-5525","","33"
"1547","위드텔","숙박업(일반)","여관업","서울특별시 노원구 상계동 704번지 2호","서울특별시 노원구 노해로75길 14-10, (상계동)","02-932-1188","","25"
"1548","우정모텔","숙박업(일반)","여관업","서울특별시 노원구 공릉동 661번지 9호 (2층.3층)","서울특별시 노원구 화랑로 459, (공릉동,(2층.3층))","-3003","11","2"
"1549","브이모텔","숙박업(일반)","여관업","서울특별시 노원구 상계동 704번지 1호","서울특별시 노원구 노해로75길 14-8, (상계동)","-8685","0","30"
"1550","영진여관","숙박업(일반)","여관업","서울특별시 은평구 수색동 367번지 3호","서울특별시 은평구 수색로16길 9, (수색동)","02-372-9527","1","4"
"1551","현대여관","숙박업(일반)","여관업","서울특별시 은평구 수색동 369번지 3호","서울특별시 은평구 수색로16길 4, (수색동)","02-306-7779","2","9"
"1552","성림여관","숙박업(일반)","여관업","서울특별시 은평구 수색동 371번지 2호","서울특별시 은평구 수색로 269-22, (수색동)","02-375-3667","","16"
"1553","금강장","숙박업(일반)","여관업","서울특별시 은평구 대조동 15번지 90호","서울특별시 은평구 통일로65길 9, (대조동)","02-358-3344","0","9"
"1554","신선장","숙박업(일반)","여관업","서울특별시 은평구 대조동 198번지 8호","서울특별시 은평구 연서로26길 3-15, (대조동)","010-9121-9165","","15"
"1555","이코노미호텔 은평점","숙박업(일반)","여관업","서울특별시 은평구 응암동 598번지 4호","서울특별시 은평구 응암로 177, (응암동)","02-373-2603","0","24"
"1556","봉화장","숙박업(일반)","여관업","서울특별시 은평구 대조동 12번지 19호","서울특별시 은평구 불광로 19, (대조동)","02-352-6761","3","10"
"1557","가든모텔","숙박업(일반)","여관업","서울특별시 은평구 대조동 197번지 2호","서울특별시 은평구 연서로28길 10, (대조동)","02-387-5210","4","14"
"1558","수일여관","숙박업(일반)","여관업","서울특별시 은평구 수색동 365번지 8호","서울특별시 은평구 수색로16길 15-15, (수색동)","02-376-1021","3","8"
"1559","모텔 뷰","숙박업(일반)","여인숙업","서울특별시 은평구 대조동 84번지 36호","서울특별시 은평구 통일로71가길 1, (대조동)","02-389-4621","0","10"
"1560","한진여관","숙박업(일반)","여관업","서울특별시 은평구 갈현동 412번지 2호","서울특별시 은평구 통일로87길 6-7, (갈현동)","02-355-4297","1","10"
"1561","올래","숙박업(일반)","여관업","서울특별시 은평구 갈현동 390번지 5호","서울특별시 은평구 갈현로 340-7, (갈현동)","019-9352-7352","2","12"
"1562","S모텔","숙박업(일반)","여관업","서울특별시 은평구 녹번동 259번지 0호","서울특별시 은평구 은평로 233, (녹번동)","02-383-9714","4","15"
"1563","그린장","숙박업(일반)","여관업","서울특별시 은평구 응암동 60번지 12호","서울특별시 은평구 은평로18길 1-3, (응암동)","02-354-5131","0","8"
"1564","향운여관","숙박업(일반)","여관업","서울특별시 은평구 불광동 310번지 192호","서울특별시 은평구 연서로 247-1, (불광동)","010-7572-4024","1","11"
"1565","B M 모텔","숙박업(일반)","여관업","서울특별시 은평구 대조동 2번지 2호","서울특별시 은평구 통일로71길 30-4, (대조동)","02-383-6040","1","20"
"1566","아테네","숙박업(일반)","여관업","서울특별시 은평구 대조동 15번지 121호","서울특별시 은평구 통일로65길 1, (대조동)","02-383-4337","","18"
"1567","프린스모텔","숙박업(일반)","여관업","서울특별시 은평구 응암동 592번지 20호","서울특별시 은평구 응암로11길 11-22, (응암동)","070-4172-4182","0","17"
"1568","발리모텔","숙박업(일반)","여관업","서울특별시 은평구 불광동 285번지 18호","서울특별시 은평구 통일로 708-3, (불광동)","02-387-0445","","14"
"1569","신진장","숙박업(일반)","여관업","서울특별시 은평구 응암동 104번지 22호","서울특별시 은평구 응암로 300, (응암동)","02-359-5455","5","7"
"1570","아담장","숙박업(일반)","여관업","서울특별시 은평구 갈현동 393번지 7호","서울특별시 은평구 통일로 893, (갈현동)","02-355-1376","0","11"
"1571","선일장","숙박업(일반)","여관업","서울특별시 은평구 대조동 15번지 25호","서울특별시 은평구 통일로65길 10, (대조동)","02-387-7825","2","14"
"1572","카누","숙박업(일반)","여관업","서울특별시 은평구 응암동 749번지 49호","서울특별시 은평구 응암로12길 11-6, (응암동)","010-9773-7387","2","8"
"1573","모텔 얌","숙박업(일반)","여관업","서울특별시 은평구 대조동 15번지 122호","서울특별시 은평구 통일로65길 3, (대조동)","02-359-8866","2","24"
"1574","동원여인숙","숙박업(일반)","여인숙업","서울특별시 은평구 응암동 579번지 37호","서울특별시 은평구 응암로21길 17, (응암동)","02-302-2433","8","0"
"1575","북악장","숙박업(일반)","여관업","서울특별시 은평구 불광동 274번지 7호","서울특별시 은평구 통일로 738-2, (불광동)","02-352-1973","6","3"
"1576","디스테이션(D,S)","숙박업(일반)","여관업","서울특별시 은평구 대조동 198번지 11호","서울특별시 은평구 연서로26길 3-13, (대조동)","02-355-6677","2","11"
"1577","대명장","숙박업(일반)","여관업","서울특별시 은평구 역촌동 16번지 17호","서울특별시 은평구 서오릉로7길 3-1, (역촌동)","02-383-0915","5","4"
"1578","대림모텔","숙박업(일반)","여관업","서울특별시 은평구 수색동 369번지 1호","서울특별시 은평구 수색로 260-1, (수색동)","02-372-6016","2","13"
"1579","모텔 썬","숙박업(일반)","여관업","서울특별시 은평구 대조동 83번지 10호","서울특별시 은평구 통일로71길 26-8, (대조동)","02-357-5666","2","8"
"1580","연모텔","숙박업(일반)","여관업","서울특별시 은평구 응암동 596번지 1호","서울특별시 은평구 응암로9길 6-11, (응암동)","02-383-0018","1","8"
"1581","킹모텔","숙박업(일반)","여관업","서울특별시 은평구 응암동 733번지 5호","서울특별시 은평구 가좌로7나길 15, (응암동)","02-302-8939","","15"
"1582","그린파크","숙박업(일반)","여관업","서울특별시 은평구 대조동 15번지 103호","서울특별시 은평구 통일로65길 15-1, (대조동)","02-359-8065","0","10"
"1583","중앙여관","숙박업(일반)","여인숙업","서울특별시 은평구 대조동 185번지 18호","서울특별시 은평구 연서로28길 7-1, (대조동)","010-6211-3262","11","2"
"1584","보아하우스","숙박업(일반)","여관업","서울특별시 은평구 응암동 60번지 11호","서울특별시 은평구 은평로18길 1, (응암동)","02-389-3939","5","3"
"1585","호텔 클래식","숙박업(일반)","여관업","서울특별시 은평구 역촌동 2번지 1호","서울특별시 은평구 서오릉로 119, (역촌동)","02-359-2252","0","37"
"1586","목화장","숙박업(일반)","여관업","서울특별시 은평구 응암동 602번지 27호","서울특별시 은평구 응암로12길 6-12, (응암동)","02-302-3478","4","5"
"1587","수도장","숙박업(일반)","여관업","서울특별시 은평구 대조동 83번지 14호","서울특별시 은평구 통일로71길 26-7, (대조동)","02-355-4754","0","12"
"1588","쏠모텔","숙박업(일반)","여관업","서울특별시 은평구 대조동 198번지 6호","서울특별시 은평구 연서로 220-1, (대조동)","02-356-3836","2","10"
"1589","모텔 산","숙박업(일반)","여관업","서울특별시 은평구 대조동 185번지 14호","서울특별시 은평구 연서로28길 9, (대조동)","02-355-6760","2","14"
"1590","제이스모텔","숙박업(일반)","여관업","서울특별시 은평구 응암동 602번지 45호","서울특별시 은평구 응암로 180, 3,4층 (응암동)","02-304-8011","1","23"
"1591","레드모텔","숙박업(일반)","여인숙업","서울특별시 은평구 대조동 198번지 7호 ,198-16","서울특별시 은평구 연서로 220-2, (대조동)","02-383-3660","3","13"
"1592","수모텔","숙박업(일반)","여관업","서울특별시 은평구 응암동 124번지 46호","서울특별시 은평구 응암로21길 4-1, (응암동)","02-355-3167","0","15"
"1593","발리모텔","숙박업(일반)","여관업","서울특별시 은평구 불광동 486번지 21호","서울특별시 은평구 통일로80길 5, (불광동)","02-356-3906","2","17"
"1594","국제장","숙박업(일반)","여관업","서울특별시 은평구 응암동 125번지 11호","서울특별시 은평구 응암로21가길 4, (응암동)","02-357-4576","2","15"
"1595","웰빙텔","숙박업(일반)","여관업","서울특별시 은평구 수색동 106번지 32호","서울특별시 은평구 수색로 256, (수색동)","02-372-6932","0","16"
"1596","아트","숙박업(일반)","여관업","서울특별시 은평구 녹번동 82번지 43호","서울특별시 은평구 서오릉로 22, (녹번동)","02-387-5959","","18"
"1597","샤인힐 호텔","숙박업(일반)","여관업","서울특별시 은평구 갈현동 396번지 16호","서울특별시 은평구 통일로 855-14, (갈현동)","02-387-1403","0","29"
"1598","대동모텔","숙박업(일반)","여관업","서울특별시 은평구 대조동 26번지 14호 (2,3층)","서울특별시 은평구 진흥로 153, 2,3층 (대조동)","02-359-0682","1","19"
"1599","샹브르여관","숙박업(일반)","여관업","서울특별시 은평구 구산동 339번지 5호","서울특별시 은평구 서오릉로 219, (구산동)","02-386-9889","0","20"
"1600","백란모텔","숙박업(일반)","여관업","서울특별시 은평구 대조동 185번지 4호","서울특별시 은평구 연서로 230-5, (대조동)","02-358-5020","2","7"
"1601","메인","숙박업(일반)","여관업","서울특별시 은평구 수색동 378번지 1호","서울특별시 은평구 수색로 287, (수색동)","02-303-9944","0","18"
"1602","백운장","숙박업(일반)","여관업","서울특별시 은평구 녹번동 141번지 38호","서울특별시 은평구 진흥로 128, (녹번동)","02-353-7621","","12"
"1603","신광여관","숙박업(일반)","여관업","서울특별시 은평구 대조동 179번지 18호","서울특별시 은평구 서오릉로 80, (대조동)","02-357-5015","1","10"
"1604","호텔갤러리","숙박업(일반)","여관업","서울특별시 은평구 녹번동 155번지 40호","서울특별시 은평구 서오릉로 17, (녹번동)","02-365-9900","0","18"
"1605","아라모텔","숙박업(일반)","여관업","서울특별시 은평구 신사동 23번지 25호","서울특별시 은평구 증산로 461, (신사동)","02-303-3066","0","11"
"1606","매인모텔","숙박업(일반)","여관업","서울특별시 은평구 역촌동 3번지 8호","서울특별시 은평구 역말로 93, (역촌동)","02-352-2304","0","27"
"1607","몽호텔","숙박업(일반)","여관업","서울특별시 은평구 응암동 98번지 26호","서울특별시 은평구 은평로 150, (응암동)","02-356-6666","","19"
"1608","베스트","숙박업(일반)","여관업","서울특별시 은평구 녹번동 141번지 57호","서울특별시 은평구 진흥로 136, (녹번동)","02-386-0309","","30"
"1609","핑크모텔","숙박업(일반)","여관업","서울특별시 은평구 갈현동 395번지 14호","서울특별시 은평구 통일로 863-22, (갈현동)","02-387-2674","2","10"
"1610","만토바","숙박업(일반)","여관업","서울특별시 은평구 대조동 185번지 82호","서울특별시 은평구 통일로 839-1, (대조동)","02-387-6114","0","27"
"1611","스타장","숙박업(일반)","여관업","서울특별시 은평구 불광동 484번지 71호","서울특별시 은평구 통일로 866, (불광동)","02-355-5994","0","19"
"1612","바나나모텔","숙박업(일반)","여관업","서울특별시 은평구 갈현동 395번지 29호","서울특별시 은평구 통일로 863-10, (갈현동)","02-354-1307","0","18"
"1613","프라임인서울호텔","숙박업(일반)","관광호텔","서울특별시 은평구 불광동 302번지 13호","서울특별시 은평구 통일로 816, (불광동)","02-3157-8000","13","64"
"1614","크로니","숙박업(일반)","여관업","서울특별시 은평구 불광동 484번지 73호","서울특별시 은평구 통일로 868, (불광동)","02-359-5870","0","28"
"1615","쉴모텔","숙박업(일반)","여관업","서울특별시 은평구 불광동 484번지 64호","서울특별시 은평구 통일로82길 6, (불광동)","02-388-0608","0","32"
"1616","그린힐여관","숙박업(일반)","여관업","서울특별시 은평구 불광동 484번지 65호","서울특별시 은평구 통일로82길 6-3, (불광동)","02-386-3311","0","26"
"1617","썬앤문모텔","숙박업(일반)","여관업","서울특별시 은평구 갈현동 395번지 17호","서울특별시 은평구 통일로 863-24, (갈현동)","02-356-0147","0","26"
"1618","우일여관","숙박업(일반)","여관업","서울특별시 은평구 수색동 292번지 7호","서울특별시 은평구 수색로 392-1, (수색동)","02-304-3332","","11"
"1619","톰지모텔","숙박업(일반)","여관업","서울특별시 은평구 대조동 15번지 133호","서울특별시 은평구 진흥로 177, (대조동)","02-353-4787","","27"
"1620","Y모텔","숙박업(일반)","여관업","서울특별시 은평구 대조동 15번지 126호","서울특별시 은평구 진흥로 189, (대조동)","02-352-0506","0","40"
"1621","래플즈","숙박업(일반)","여관업","서울특별시 은평구 응암동 590번지 24호 지~5층","서울특별시 은평구 가좌로9길 13-5, (응암동,지~5층)","02-304-2193","","22"
"1622","호텔야자ANNE(앤) 연신내역점","숙박업(일반)","여관업","서울특별시 은평구 대조동 186번지 52호","서울특별시 은평구 연서로28길 17, (대조동)","02-389-6871","0","24"
"1623","베네치아모텔","숙박업(일반)","여관업","서울특별시 은평구 응암동 354번지 5호","서울특별시 은평구 응암로14길 5, (응암동)","02-375-3570","3","43"
"1624","라노스","숙박업(일반)","여관업","서울특별시 은평구 불광동 486번지 18호 ,19","서울특별시 은평구 통일로80길 1-1, (불광동,,19)","02-358-0211","1","48"
"1625","아비숑","숙박업(일반)","여관업","서울특별시 은평구 대조동 15번지 49호","서울특별시 은평구 통일로65길 4, (대조동)","02-352-7571","","42"
"1626","아비숑(B)","숙박업(일반)","여관업","서울특별시 은평구 불광동 486번지 15호","서울특별시 은평구 통일로80길 7-3, (불광동)","02-352-8270","0","26"
"1627","수 모텔","숙박업(일반)","여관업","서울특별시 은평구 응암동 110번지 1호","서울특별시 은평구 은평로 116, (응암동)","02-383-2345","","48"
"1628","씨.에스모텔","숙박업(일반)","여관업","서울특별시 은평구 대조동 15번지 129호","서울특별시 은평구 진흥로 183, (대조동)","02-353-0609","0","30"
"1629","모텔 W","숙박업(일반)","여관업","서울특별시 은평구 불광동 484번지 58호","서울특별시 은평구 통일로82길 10, (불광동)","02-383-9922","0","22"
"1630","티파니","숙박업(일반)","여관업","서울특별시 은평구 대조동 15번지 84호","서울특별시 은평구 통일로65길 24, (대조동)","02-387-8270","0","19"
"1631","솔호텔(SOL HOTEL)","숙박업(일반)","일반호텔","서울특별시 은평구 대조동 15번지 57호","서울특별시 은평구 통일로65길 10-2, (대조동)","02-356-4415","0","54"
"1632","하바나모텔","숙박업(일반)","여관업","서울특별시 은평구 응암동 599번지 56호 ,61","서울특별시 은평구 응암로11길 12-2, (응암동,,61)","02-302-1921","1","27"
"1633","디.유(D.U)모텔","숙박업(일반)","여관업","서울특별시 은평구 불광동 285번지 16호","서울특별시 은평구 통일로 708-7, (불광동)","02-351-3227","","30"
"1634","폼모텔","숙박업(일반)","여관업","서울특별시 은평구 대조동 186번지 33호","서울특별시 은평구 연서로28길 21-1, (대조동)","02-353-9111","0","30"
"1635","노블레스 모텔","숙박업(일반)","여관업","서울특별시 은평구 대조동 15번지 52호","서울특별시 은평구 통일로65길 6, (대조동)","02-356-7947","","47"
"1636","리츠모텔","숙박업(일반)","여관업","서울특별시 은평구 불광동 285번지 24호","서울특별시 은평구 통일로 712-4, (불광동)","02-383-7176","","26"
"1637","벨라지오관광호텔","숙박업(일반)","관광호텔","서울특별시 은평구 불광동 285번지 14호","서울특별시 은평구 진흥로 205, (불광동)","02-354-0990","7","45"
"1638","시안모텔","숙박업(일반)","여관업","서울특별시 은평구 대조동 15번지 136호","서울특별시 은평구 진흥로 169, (대조동)","02-356-7615","0","45"
"1639","M&A","숙박업(일반)","여관업","서울특별시 은평구 대조동 15번지 174호","서울특별시 은평구 통일로65길 10-6, (대조동)","02-355-2400","0","22"
"1640","라비다","숙박업(일반)","여관업","서울특별시 은평구 대조동 15번지 56호","서울특별시 은평구 통일로65길 10-4, (대조동)","02-389-1222","0","29"
"1641","라비야호텔","숙박업(일반)","관광호텔","서울특별시 은평구 녹번동 141번지 3호 외1필지(지하1층~지상10층)","서울특별시 은평구 진흥로 138, (녹번동)","02-355-4521","28","2"
"1642","에이치 에비뉴호텔 녹번","숙박업(일반)","관광호텔","서울특별시 은평구 응암동 30번지 2호 씨에스서울호텔","서울특별시 은평구 통일로 585-1, (응암동)","02-350-6900","0","70"
"1643","브릭스관광호텔","숙박업(일반)","관광호텔","서울특별시 은평구 응암동 109번지 7호","서울특별시 은평구 은평로8길 1, (응암동)","02-382-9995","0","53"
"1644","서울앤호텔","숙박업(일반)","관광호텔","서울특별시 은평구 불광동 486번지 22호","서울특별시 은평구 통일로80길 7, (불광동)","02-389-5801","0","38"
"1645","원앙","숙박업(일반)","여인숙업","서울특별시 서대문구 천연동 13번지 13호","서울특별시 서대문구 통일로 173-54, (천연동)","02-362-2000","11","0"
"1646","리치빌","숙박업(일반)","여인숙업","서울특별시 서대문구 홍제동 295번지 12호","서울특별시 서대문구 통일로40안길 21, (홍제동)","02-396-4506","6",""
"1647","성덕","숙박업(일반)","여관업","서울특별시 서대문구 북아현동 125번지 20호","서울특별시 서대문구 신촌로37길 11, (북아현동)","02-362-0634","","18"
"1648","폼모텔","숙박업(일반)","여관업","서울특별시 서대문구 홍제동 278번지 31호","서울특별시 서대문구 간호대로1길 36, (홍제동)","02-395-8056","0","7"
"1649","해담여관","숙박업(일반)","여관업","서울특별시 서대문구 천연동 10번지 0호","서울특별시 서대문구 통일로11길 7, (천연동)","02-363-5454","","16"
"1650","화성장","숙박업(일반)","여인숙업","서울특별시 서대문구 홍제동 266번지 22호","서울특별시 서대문구 세무서7길 6-3, (홍제동)","02-394-0641","15","0"
"1651","코텔 신촌역점","숙박업(일반)","여인숙업","서울특별시 서대문구 창천동 20번지 49호","서울특별시 서대문구 연세로2길 34, (창천동)","02-365-5010","14","0"
