문화공간코드,장르분류코드,장르분류명,문화공간명,대표이미지,주소,전화번호,팩스번호,홈페이지,관람시간,관람료(원),휴관일,개관일자,객석수,X좌표,Y좌표,기타사항,무료구분
100542,3,박물관/기념관,농업박물관,http://culture.seoul.go.kr/data/cf/title_100542.jpg,서울  중구 충정로1가 100-707 ),02-2080-5727~8,,http://museum.nonghyup.com,09:30~18:00,무료,"매주 월요일, 신정, 설, 추석 연휴",,,37.5668447,126.9683226,,0
100549,3,박물관/기념관,동국대학교 박물관,http://culture.seoul.go.kr/data/cf/title_100549.jpg,서울  중구 필동3가 26,02-2260-3462,,dgumuseum.dongguk.edu,월~금 10:00~16:00,무료,"토,일요일",,,37.5582533,127.0023443,,0
100498,3,박물관/기념관,쉼박물관,http://culture.seoul.go.kr/data/cf/title_100498.gif,서울  종로구 홍지동 36-20 ),02-391-2765,02-296-9279,http://shuim.org,화요일 ~ 일요일 11:00~17:00,"어린이 : 3,000원, 청소년 군인 : 5,000원, 어른 : 7,000원",월요일,,,37.59949,126.955663,,1
100007,3,박물관/기념관,한국자수박물관,http://culture.seoul.go.kr/data/cf/title_100007.jpg,서울  강남구 논현동 89-4  ),02-515-5114,02-515-5118,www.bojagii.com,평일 10:00~16:00,무료,"토요일, 일요일, 공휴일",,,37.5154348,127.03333,,0
100430,4,미술관,일민미술관,http://culture.seoul.go.kr/data/cf/title_100430.jpg,서울  종로구 세종로 139,02-2020-2055,,http://www.ilmin.org/,화~일 11:00~19:00,전시에따라 변동,월요일,,,37.5697905,126.9776751,,1
100225,1,공연장,아리랑 씨네센터,http://culture.seoul.go.kr/data/cf/title_100225.jpg,서울  성북구 돈암동 538-98 ),02-3291-5540,,http://cine.arirang.go.kr/,,,,,,37.60034,127.013837,"■ 좌석수: 211석 규모 ■ 스크린크기: 11*5M",1
100472,4,미술관,덕원갤러리,http://culture.seoul.go.kr/data/cf/title_100472.jpg,서울  종로구 인사동 15  길 24 (인사동),02-723-7773,,,하절기 10:00 ~ 19:00 동절기 10:00 ~ 18:00주말. 공휴일 10:00 ~ 15:00,무료,연중무휴,,,37.5729412,126.9865174,,0
100292,3,박물관/기념관,별난물건박물관,http://culture.seoul.go.kr/data/cf/title_100292.jpg,서울  용산구 용산동1가 8 ),02-732-8500,,www.funique.com,화~일 10:00~18:00,일반 8000원유아 7000원,매주 월요일,,,37.5373365,126.9784621,,1
100508,3,박물관/기념관,샬트르성바오로수녀회 역사박물관,http://culture.seoul.go.kr/data/cf/title_100508.gif,서울  중구 명동2가 1-6 ),02-3706-3255,02-3706-3243,www.spcseoul.or.kr,"10:00~11:30, 13:30~16:30",무료,"화요일 국경일부활절, 성탄절",,,37.5624324,126.9880625,,0
100140,3,박물관/기념관,옹기민속박물관,http://culture.seoul.go.kr/data/cf/title_100140.jpg,서울  도봉구 쌍문동 497-15 ),02-900-0900,,www.onggimuseum.org,3~10월 10:00~18:0011~2월 10:00~17:00,일반 3000원청소년 2000원유아 700원,월요일1월1일 설날추석연휴,,,37.6543558,127.0131873,,1
100229,11,기타,삼청각,http://culture.seoul.go.kr/data/cf/title_100229.jpg,서울  성북구 성북동 330-115 ),02-3676-3456,,www.samcheonggak.or.kr,,,월요일,,,37.5971248,126.9842404,"■ 기    타 : 한식당,전통객관 예약: 02-3676-234510:00 ~ 22:00 무료셔틀버스 운행 (경복궁,세종문화회관,동화면세점,프라자호텔,프레스센터,교보문고)",1
100417,1,공연장,단성사,http://culture.seoul.go.kr/data/cf/title_100417.jpg,서울  종로구 묘동 56 ),02-3674-6000,,http://www.dansungsa.com/,,,,,,37.5711571,126.9926518,,1
100559,1,공연장,상봉시네마,http://culture.seoul.go.kr/data/cf/title_100559.jpg,서울  중랑구 상봉동 92-2 ),02-6462-2300,,http://www.sbcine.co.kr/,,,,,,37.5967167,127.0890973,"■ 영상시스템  Simplex 멀티 플렉스와 복합상영관에 적합한 Simplex 35mm 영사기를 사용하고 있으며 1,2관 3,4관은 플렛터 시스템과 인터록 방식으로 동시 상영이 가능합니다.",1
100303,7,문화원,이탈리아 문화원,http://culture.seoul.go.kr/data/cf/title_100303.jpg,서울  용산구 한남동 714 ),02-796-0634,,http://www.iicseoul.esteri.it/,수요일 14:00 ∼ 17:00도서관 : 월~금요일 09:00~18:00 (점심시간제외),,,,,37.5370506,127.0055871,,1
100343,4,미술관,경인미술관,http://culture.seoul.go.kr/data/cf/title_100343.jpg,서울  종로구 관훈동 30-1 ),02-733-4448,,http://www.kyunginart.co.kr/,10:00 ~ 19:00,,,,,37.5743957,126.9855213,"■ 기    타 : 제1전시실 - 1,2층 합하여 80평 제2전시실 - 70평 (세계의 층과 온실, 테라스의 공간으로 나뉨) 제3전시실 - 65평 (정원의 경관과 잘 어우러진 한옥 전시실)",1
100422,4,미술관,금호미술관,http://culture.seoul.go.kr/data/cf/title_100422.jpg,서울  종로구 사간동 78 ),02-720-5114,,http://www.kumhomuseum.com/,10:00~18:00,전시회 성격에따라 다름,"신정, 추석, 설날, 월요일",,,37.5775115,126.9798243,,1
100365,4,미술관,대안공간 풀,http://culture.seoul.go.kr/data/cf/title_100365.jpg,서울  종로구 구기동 56-13 ),02-396-4805,02-733-9636,http://www.altpool.org/,하절기 11:00 ~ 19:00 / 동절기 11:00 ~18:30 단 수요일은12:00 ~ 20:00,무료,연중무휴 (명절제외,,,37.6064279,126.9592138,,0
100073,8,도서관,한국점자도서관,http://culture.seoul.go.kr/data/cf/title_100073.jpg,서울  강동구 암사동 510-23 ),02-3426-7411,,http://infor.kbll.or.kr/,오전 9시 ~ 오후 6시,,"공휴일 및 둘째·넷째 토요일, 녹음실:다섯째 주 토요일",,,37.5507149,127.1248451,,1
100540,1,공연장,대한극장,http://culture.seoul.go.kr/data/cf/title_100540.jpg,서울  중구 충무로4가 125 ),02-3393-3500,,http://www.daehancinema.com/,,,,,,37.5611944,126.9953324,"■ 주차규모 약 120여대 주차 가능",1
100314,1,공연장,도원극장,http://culture.seoul.go.kr/data/cf/title_100314.jpg,서울  은평구 녹번동 79-2 ),02-355-3775,,,,,,,,37.6020142,126.930327,,1
100036,4,미술관,예화랑,http://culture.seoul.go.kr/data/cf/title_100036.jpg,서울  강남구 신사동 532-8 ),02-525-5543,,http://www.galleryyeh.com/,09:00~18:00  (주말 09:00 ~ 16:00),,"일요일, 공휴일 (전시중 무휴)",,,37.5228454,127.0222649,,1
100500,4,미술관,pkm gallery,http://culture.seoul.go.kr/data/cf/title_100500.jpg,서울  종로구 화동  율곡로3길 74-9,02-734-9467~8,02-734-9469,http://www.pkmgallery.com/,10:00 ~ 18:00,무료,일요일,,,37.5840972,126.9800724,,1
100403,3,박물관/기념관,쇳대박물관,http://culture.seoul.go.kr/data/cf/title_100403.jpg,서울  종로구 동숭동 187-8 ),02-766-6494,,www.lockmuseum.org,10:00~18:00,일반 5000원청소년 3000원어린이 2000원,월요일,,,37.5798205,127.0046195,,1
100669,4,미술관,디지털 파빌리온,http://culture.seoul.go.kr/data/cf/title_100669.jpg,서울  마포구 상암동 1605 ),02-2132-0500~2,,http://www.digitalpavilion.co.kr,10:00~18:00,무료,"일요일, 신정, 설, 추석 연휴",,,37.5797267,126.8909381,,0
100173,3,박물관/기념관,서강대학교 박물관,http://culture.seoul.go.kr/data/cf/title_100173.gif,서울  마포구 신수동 1-1 ),02-705-8215,,http://sogmuse.sogang.ac.kr,"10:00~12:00,13:00~15:00",무료,"토,일요일국가공휴일방학기간",,,37.5519033,126.9430526,,0
100156,3,박물관/기념관,경희대학교 자연사박물관,http://culture.seoul.go.kr/data/cf/title_100156.gif,서울  동대문구 회기동 130-701 ),02-961-0141,,http://nhm.khu.ac.kr,월~토 10:00~16:00,무료,일요일공휴일개교기념일,,,37.5977812,127.0552077,,0
100155,3,박물관/기념관,경희대학교 중앙박물관,http://culture.seoul.go.kr/data/cf/20111205170403.jpg,서울  동대문구 회기동      경희대로6길 7-13,02-961-0141,,http://museum.khu.ac.kr,매주 화수목금10:00~17:00,무료,공휴일방학기간,,,37.5969969,127.0527938,,0
100217,3,박물관/기념관,관문사 성보박물관,http://culture.seoul.go.kr/data/cf/20111205171542.jpg,"서울  서초구 우면동  바우뫼로7길 111, 관문사",02-3460-5300,,www.gwanmunsa.co.kr,10:00~17:00,무료,"월요일 및 설추석, 박물관 특별전준비기간",,,37.473701,127.022231,,0
100237,3,박물관/기념관,동덕여자대학교 박물관,http://culture.seoul.go.kr/data/cf/title_100237.jpg,서울  성북구 하월곡동 23-1,02-940-4231,,http://museum.dongduk.ac.kr,월~금 10:30~16:00,무료,방학중 휴관,,,37.6055004,127.0418169,,0
100171,11,기타,떼아뜨르 秋,http://culture.seoul.go.kr/data/cf/title_100171.jpg,서울  마포구 서교동 358-116 ),02-323-5573,,,"화,수,목요일 7:30 / 금,토,일,공휴일 4:30, 7:30",일반 2만원 / 학생 1만5천원,,,,37.5531351,126.9222205,,1
100489,1,공연장,청아소극장(구 리듬공간소극장),http://culture.seoul.go.kr/data/cf/title_100489.jpg,서울  종로구 혜화동 195 ),02-3672-4293,,,,,,,,37.5839997,127.0027142,,1
100043,1,공연장,웅진씽크빅아트홀(구 계몽아트홀),http://culture.seoul.go.kr/data/cf/title_100043.jpg,서울  강남구 역삼동 772 ),02-559-5231,02-553-4849,wj.pmcproduction.co.kr,,,,,,37.4980679,127.0442125,,1
100371,1,공연장,대학로문화공간,http://culture.seoul.go.kr/data/cf/title_100371.jpg,서울  종로구 동숭동 1-75 ),02-785-2305,,,"1F 윈 (10:30 ~ 23:00)3,4F 크래프트 스페이스 목금토 갤러리 (10:30 ~ 18:00)",,공휴일,,,37.5822968,127.0036504,,1
100141,3,박물관/기념관,덕성여자대학교 박물관,http://culture.seoul.go.kr/data/cf/title_100141.gif,서울  도봉구 쌍문동 419 ),02-901-8131~3,02-901-8148,http://museum.duksung.ac.kr,월~금 10:00~16:00,무료,"토,일요일 법정공휴일",,,37.6529783,127.0164423,,0
100039,3,박물관/기념관,도산안창호 기념관,http://culture.seoul.go.kr/data/cf/title_100039.jpg,서울  강남구 신사동 649-9 ),02-541-1800,02-541-0815,www.ahnchangho.or.kr,"평일 10:00~16:00, 토요일 공휴일 10:00∼14:00",무료,매주 일요일ㆍ설날ㆍ추석,,,37.5239978,127.0356302,,0
100209,3,박물관/기념관,전기박물관,http://culture.seoul.go.kr/data/cf/title_100209.jpg,서울  서초구 서초동 1355 ),02-2105-8190,,www.kepco.co.kr/museum,10:00~17:00,무료,"월요일설날,추석연휴",,,37.4861503,127.0276478,,0
100331,1,공연장,서울극장,http://culture.seoul.go.kr/data/cf/20111214100613.jpg,서울  종로구 관수동  돈화문로 13,02-2269-2700,,http://www.seoulcinema.com/,,유료,,,,37.5697448,126.9918078,,1
100499,8,도서관,정독도서관,http://culture.seoul.go.kr/data/cf/20111214142133.jpg,서울  종로구 화동  북촌로5길 48,02-2011-5799,,http://jdlib.sen.go.kr/,,,,,,37.5810398,126.9829524,"■ 운영주체 : 정독도서관장 ■ 시설대표자 : 정독도서관장 이병포 ■ 설립일 : 1977 년 01 월 04 일",1
100135,8,도서관,노원평생학습관,http://culture.seoul.go.kr/data/cf/20111022133123.JPG,서울  노원구 중계동 508 ),02-979-1742,02-977-9182,http://nwllc.sen.go.kr/,,,,,,37.6393958,127.0677482,"■ 대 지 : 3,055㎡ (924평) ■ 건 물 : 철근콘크리트 지상 4층, 지하1층 ->4,205,46㎡ (1,274 평)",0
100432,3,박물관/기념관,국립민속박물관,http://culture.seoul.go.kr/data/cf/title_100432.jpg,서울  종로구 세종로 1-1 ),02-734-1346,,www.nfm.go.kr,3월 10월 09:00~18:0011월 2월 09:00~17:00,일반 3000원청소년 1500원,매주 화요일1월 1일,,,37.5815645,126.9789313,,1
100298,4,미술관,남산전시관,http://culture.seoul.go.kr/data/cf/title_100298.jpg,서울  용산구 이태원동 258-148,02-753-2563,,,하절기(3월 ~ 10월): 09:00 ~ 18:00동절기(11월 ~ 2월): 09:00 ~ 17:00,무료,매주 월요일,,,37.5414922,126.9970933,,0
100502,3,박물관/기념관,서울교육사료관,http://culture.seoul.go.kr/data/cf/title_100502.jpg,서울  종로구 화동 2 ),02-736-2859,02-722-5707,www.edumuseum.seoul.kr,평일 09:00~18:00주말 09:00~17:00,무료,법정공휴일1/3주 수요일,,,37.579777,126.9832525,,0
100100,3,박물관/기념관,세종대학교 박물관,http://culture.seoul.go.kr/data/cf/title_100100.gif,서울  광진구 군자동 98 ),02-3408-3077,,http://museum.sejong.ac.kr/,10:00~15:00,무료,"토,일요일공휴일",,,37.5514972,127.0752374,,0
100276,3,박물관/기념관,울트라 건축 박물관,http://culture.seoul.go.kr/data/cf/20111214134900.jpg,서울  양천구 신정동  중앙로 256,02-2642-0831,,www.ultramuseum.com,10:00~17:00,유료,"토, 일,월요일공휴일",,,37.5198157,126.853409,,1
100178,3,박물관/기념관,이화여자대학교 자연사박물관,http://culture.seoul.go.kr/data/cf/title_100178.gif,서울  서대문구 대현동 11-1,02-3277-3155,,http://home.ewha.ac.kr/~nhm,10:00~16:00,무료,"일요일, 공휴일 휴관",,,37.5605838,126.9481395,,0
100448,3,박물관/기념관,경찰박물관,http://culture.seoul.go.kr/data/cf/title_100448.jpg,서울  종로구 신문로2가 58 ),02-735-2519,,www.policemuseum.go.kr,09:00~17:30,무료,"월요일, 신정,설날, 추석연휴",,,37.5690096,126.9696222,"■ 기    타 : 단체관람시 일주일전 사전예약 요망, 사진촬영은 불가",0
100493,1,공연장,모시는 사람들,http://culture.seoul.go.kr/data/cf/title_100493.gif,서울  종로구 혜화동 74-38 ),02-741-6487,,http://www.modli.com/,,,,,,37.586634,127.0004776,,1
100332,1,공연장,브레이크 아웃 전용극장,http://culture.seoul.go.kr/data/cf/title_100332.gif,"서울  종로구 관철동  삼일대로 386, 시네코아빌딩 9층",02-722-3995,02-766-3995,http://www.yegam.com/,,,,2003. 03,,37.5689546,126.9880891,,1
100049,3,박물관/기념관,태권도기념관,http://culture.seoul.go.kr/data/cf/title_100049.jpg,서울  강남구 역삼동 635 ),02-567~1058,,www.kukkiwon.or.kr,하절기 09:00 ~ 18:00동절기 09:00 ~ 17:00토요일 09:00 ~ 12:00,무료,"일요일, 공휴일",,,37.5019899,127.03031,,0
100094,1,공연장,서울악스,http://culture.seoul.go.kr/data/cf/title_100094.jpg,서울  광진구,02-457-5114,02-453-9114,http://www.ax-korea.co.kr,,,,,,37.5457356,127.1079896,,1
100006,1,공연장,성암아트홀,http://culture.seoul.go.kr/data/cf/title_100006.gif,서울  강남구 논현동 268-16,02-543-0826,,http://www.saart.co.kr/,,,"토요일, 일요일, 공휴일",,,37.5110475,127.0429711,,1
100439,3,박물관/기념관,조세박물관,http://culture.seoul.go.kr/data/cf/title_100439.gif,서울  종로구 수송동 104 ),02-397-1635,,www.nts.go.kr/museum,평일 09:00~18:00,무료,"공휴일 및 토요일, 일요일",,,36.485435,127.2606287,,0
100554,11,기타,중랑구민회관,http://culture.seoul.go.kr/data/cf/20111102180744.jpg,서울  중랑구,02-2207-6130,02-2207-6133,www.jungnangimc.or.kr,09:00 ~ 21:00,,,1994.02.25,500,37.5738058,127.0850044,,1
100327,3,박물관/기념관,체신기념관,http://culture.seoul.go.kr/data/cf/title_100327.gif,서울  종로구 견지동 39-7 ),02-734-8369,(02)757-4911,없음,평일 09:00~18:00토요일 09:00~13:00,무료,"국, 공휴일",,,37.57445,126.982625,,0
100490,1,공연장,극단연우무대,http://culture.seoul.go.kr/data/cf/20111208112414.jpg,"서울  종로구 혜화동  창경궁로35길 21, 다림빌딩 지하 연우 소극장",02-744-5701,02-766-2335,http://www.iyeonwoo.co.kr/,,,,,,37.586966,127.0017811,,1
100441,1,공연장,금호아트홀,http://culture.seoul.go.kr/data/cf/title_100441.jpg,"서울  종로구 신문로1가  새문안로 75, 금호아시아나 1관 3층",02-6303-7700,,http://www.kumhoarthall.com,,,,,,37.5704344,126.9728844,,1
100106,6,문화예술회관,나루아트센터,http://culture.seoul.go.kr/data/cf/title_100106.jpg,서울  광진구 자양동 227-344  ),02-2049-4700,,http://www.naruart.or.kr/,,,,,,37.5376439,127.0706037,,1
100121,8,도서관,금천구립도서관,http://culture.seoul.go.kr/data/cf/title_100121.jpg,서울  금천구 독산동 375-2 ),02-863-9544,,http://www.geumcheonlib.seoul.kr/,,,,,,37.4675724,126.9080685,,1
100309,8,도서관,남산도서관,http://culture.seoul.go.kr/data/cf/20111208114509.jpg,서울  용산구 후암동  남산공원길 3,02-754-7338,02-754-6545,http://nslib.sen.go.kr/,,,"정기휴관일 : 매월 1,3주 월요일, 법정공휴일, 임시휴관일",,,37.5530786,126.981334,,0
100458,1,공연장,두산아트센터 space111,http://culture.seoul.go.kr/data/cf/title_100458.jpg,서울  종로구 연지동 270 ),02-708-5001~3,,www.doosanartcenter.com,,,,,,37.571925,127.0008625,,1
100524,1,공연장,국립중앙극장,http://culture.seoul.go.kr/data/cf/title_100524.jpg,서울  중구 장충동2가 14-67 ),02-2280-4114,,http://www.ntok.go.kr/,,,,,,37.5526708,126.9996175,■ 기    타 : ＊ 셔틀버스 운행(토요문화관장 등 무료공연은 셔틀버스가 운행되지 않는다.),1
100307,3,박물관/기념관,백범기념관,http://culture.seoul.go.kr/data/cf/title_100307.jpg,서울  용산구 효창동 255 ),02-719-1311,,www.kimkoomuseum.org,3월~10월 10:00~18:0011월~2월 10:00~17:00,무료,"월요일1월 1일설날, 추석, 기타 관장이 정하는 날.",,,37.5442812,126.9592347,,0
100328,3,박물관/기념관,한국불교역사문화기념관,http://culture.seoul.go.kr/data/cf/title_100328.jpg,서울  종로구 견지동 45,02-2011-1960,,www.buddhism.or.kr/,09:00~18:00,성인 2000원학생 1000원,매주 월요일1월 1일,,,37.574458,126.9820647,,1
100497,3,박물관/기념관,상명대학교 박물관,http://culture.seoul.go.kr/data/cf/title_100497.gif,서울  종로구 홍지동 110-743 ),02-2287-5281,,http://museum.smu.ac.kr/,월~금 10:00~16:00,무료,"토,일요일법정공휴일개교기념일동하계 휴가기간",,,37.6027666,126.9551533,,0
100233,3,박물관/기념관,고려대학교 박물관,http://culture.seoul.go.kr/data/cf/title_100233.gif,서울  성북구 안암동5가 1-2 ),02-3290-1514,,http://museum.korea.ac.kr,10:00~17:00,무료,"월요일, 박물관규정에 정한 휴관일",,,37.5895165,127.0343531,,0
100221,1,공연장,소월아트홀,http://culture.seoul.go.kr/data/cf/title_100221.gif,서울  성동구 행당동 142-16 ),2204-6405,2292-2059,http://sowol.sdmc.go.kr/main/main.asp,,,,,,37.5593204,127.036016,,1
100486,3,박물관/기념관,영인문학관,http://culture.seoul.go.kr/data/cf/title_100486.jpg,서울  종로구,02-379-3182,,young-in.kr,"연 2회 (4~5월, 9~10월)10:30~17:00",일반 4000원학생 2000원,월요일,,,37.6119654,126.9715875,,1
100172,7,문화원,서울월드컵경기장,http://culture.seoul.go.kr/data/cf/title_100172.jpg,서울  마포구 성산동 526-3 ),02-2128-2973,,,,,,,,37.5682553,126.8972733,"■ 기    타 : ※ 서울월드컵경기장 건설홍보관 - 위 치 : 마포구 상암동 월드컵경기장 스탠드 하부2층(서측) - 규 모 : 670㎡(203평) - 설치시설 : 상황실, 전시실, 기념품 판매소 등 - 운영시간 ㆍ평일, 토요일 및 일요일 : 09:00~18:00 ㆍ동절기 : 09:00~17:00 - 문의전화 : 02-3707-9851∼4",1
100496,3,박물관/기념관,가톨릭대학교 전례박물관,http://culture.seoul.go.kr/data/cf/title_100496.gif,서울  종로구 혜화동 90-1 ),02-740-9708,,http://museum.catholic.ac.kr,월~금 10:00~12:3014:00~17:00,무료,일요일국정 공휴일,,,37.5850448,127.004623,,0
100015,1,공연장,KT&G 상상아트홀,http://culture.seoul.go.kr/data/cf/20111202095800.jpg,"서울  강남구 대치동  영동대로 416, 코스모타워 3층",02-3404-4311,,http://www.sangsangarthall.com/,,,,,,37.5069075,127.0650936,,1
100348,4,미술관,동덕아트갤러리,http://culture.seoul.go.kr/data/cf/title_100348.jpg,서울  종로구 관훈동 151-4 ),02-732-6458~9,,,"10:00 ~ 19:0010:00 ~ 18:00(7~8월 1~2월 토,일요일,공휴일)",,연중무휴,,,37.5749033,126.9833114,■ 기    타 : 건물 내 유료주차장 있음(전시관람시 30분 무료주차),1
100351,4,미술관,동호갤러리,http://culture.seoul.go.kr/data/cf/title_100351.jpg,서울  종로구 관훈동 197-18 ),02-722-3665,02-737-8782,,10:00 ~ 19:00,,,,,37.5731158,126.9852158,,1
100261,4,미술관,롯데월드 화랑,http://culture.seoul.go.kr/data/cf/title_100261.jpg,서울  송파구 잠실동 40-1 ),02-411-6932,,http://www.lotteworld.com/Family_gallery/main.asp,,무료,,,,37.5112448,127.0979614,"■ 문    의: 02-411-2000 ■ 기    타 : 기획전 (테마전, 그룹전, 개인 초대전등) 대관전 (서양화, 동양화, 조각, 공예, 사진, 도자기등)",0
100064,3,박물관/기념관,코라아나 화장박물관,http://culture.seoul.go.kr/data/cf/title_100064.jpg,서울  강남구 신사동 627-8 ),02-547-9177,,www.spacec.co.kr,10:00~19:00(하절기)10:00~18:00(동절기),일반 3000원초중고 2000원,일요일명절 휴관,,,37.524005,127.032826,,1
100050,1,공연장,밀알학교 세라믹 팔레스홀,http://culture.seoul.go.kr/data/cf/title_100050.gif,서울  강남구 일원동 713 ),02-3411-4668,02-3411-4663,http://www.cphall.org/,,,,,,37.4858171,127.0824692,,1
100099,1,공연장,세종대학교 대양홀,http://culture.seoul.go.kr/data/cf/title_100099.gif,서울  광진구 군자동 98 ),"02)3408-3532, 3409-3237","3409-3237, 499-4573",http://www.sejong.ac.kr/sju05/sju05_8.html,,,,,,37.5486916,127.0744875,,1
100345,4,미술관,김영섭사진화랑,http://culture.seoul.go.kr/data/cf/title_100345.jpg,서울  종로구 관훈동 169-2,02-733-6331~2,,http://www.gallerykim.com/,10:00~19:00,,연중무휴,,,37.57435,126.984188,,1
100512,4,미술관,롯데화랑(본점),http://culture.seoul.go.kr/data/cf/title_100512.jpg,서울  중구 소공동 1 ),02-726-4428-9,,,10:30 ~ 20:00 (백화점 영업시간과 동일),무료,백화점과 동일,,,37.5653936,126.9808087,,0
100505,3,박물관/기념관,초전섬유 퀼트박물관,http://culture.seoul.go.kr/data/cf/title_100505.gif,서울  중구 남산동1가 20 ),02-753-4074,,http://jculture.co.kr/museum,10:00~17:00,개인 5000원학생 3000원,공휴일 및 일요일,,,37.5580718,126.984193,,1
100047,7,문화원,이스탄불 문화원,http://culture.seoul.go.kr/data/cf/title_100047.jpg,서울  강남구 역삼동 629-6 ),02-3452-8182,,http://www.turkey.or.kr/,월 ~ 금요일 10:00 ∼ 18:00토요일 10:00 ∼ 12:00,,공휴일,,,37.4994311,127.0358578,,1
100551,3,박물관/기념관,지구촌 민속박물관,http://culture.seoul.go.kr/data/cf/title_100551.gif,서울  중구 회현동1가 100-177 ),02-773-9590~1,,,10:00~17:00,무료,월요일명절,,,37.5545569,126.9814096,,0
100321,3,박물관/기념관,서울닭문화관,http://culture.seoul.go.kr/data/cf/title_100321.jpg,서울  종로구 가회동 12 ),02-763-9995,,www.kokodac.com,화~일 10:00~18:00,일반 3000원어린이 2000원,월요일,,,37.5826498,126.985267,,1
100045,1,공연장,LIG아트홀,http://culture.seoul.go.kr/data/cf/title_100045.jpg,서울  강남구 역삼동 649-11 ),02-6900-3900,-9666,http://www.ligarthall.com/,,,,,,37.5490322,126.911529,,1
100320,3,박물관/기념관,가회박물관,http://culture.seoul.go.kr/data/cf/title_100320.jpg,서울  종로구 가회동 11-103 ),02-741-0466,,www.gahoemuseum.org,10:00~18:00,"일반 3000원, 청소년 2000원",월요일,,,37.5821333,126.985625,,1
100878,6,문화예술회관,돈화문 서울무형문화재교육전시장,http://culture.seoul.go.kr/data/cf/20111103142331.jpg,서울  종로구 권농동 127-4 ),02-741-1303,02-741-2303,www.seoulmaster.co.kr,오전 11시 ~ 오후 5시,,매주 월요일,2011.06.01,시연실 12개 : 매일 6~8종목 시연 / 전시판매실 2개 : 상설 및 기획 전시 /교육체험실 2개 : 시민체험프로그램,37.576909,126.991089,,1
100706,6,문화예술회관,리틀엔젤스예술회관,http://culture.seoul.go.kr/data/cf/20111214090607.jpg,서울  광진구 능동 로36길 25 (능동),070-7124-1740,,http://www.uac.co.kr,,,,1981.11,,37.5502335,127.0873013,,1
100803,11,기타,강서지역정보센터,http://culture.seoul.go.kr/data/cf/20111021140159.jpg,서울  강서구 등촌동 705-4 ),02-3662-8130~2,3662-8134,http://edu.gangseo.seoul.kr/,,,"일요일,국경일,법정공휴일",,,37.5589789,126.847881,,0
100786,8,도서관,노원어린이도서관,http://culture.seoul.go.kr/data/cf/20111022105228.JPG,서울  노원구 중계동 356 ),02-933-7145,02-933-2455,http://www.nowonilib.kr,평일 : 오전9시~오후6시  주말: 오전9시~오후5시,,"매주 화요일, 법정공휴일",,,37.6582022,127.0766623,,0
100739,1,공연장,손기정문화체육센터,http://culture.seoul.go.kr/data/cf/20111214110518.jpg,서울  중구 만리동2가    손기정로 101,02-2280-8390,02-392-6906,http://www.e-junggu.or.kr/?code=20&subp=1010_1,,,,,,37.5555802,126.9649505,,0
100713,11,기타,롯데월드,http://culture.seoul.go.kr/data/cf/20111214085954.jpg,"서울  송파구 잠실동  올림픽로 240, 호텔롯데 롯데월드",02-411-2000,,http://www.lotteworld.com,,유료,,,,37.5110794,127.0981638,"■ 개장시간  [월~목요일] 09:30~ 22:00  [금~일요일] 09:30~ 23:00  ■ 야간개장  [월~목요일] 16:00~ 22:00  [금~일요일] 16:00~ 23:00",1
100092,3,박물관/기념관,호림박물관,http://culture.seoul.go.kr/data/cf/title_100092.jpg,서울  관악구 신림동 1707 ),02-858-8309,,www.horimmuseum.org,10:00~17:00,일반 3000원학생 1000원,월요일1월1일설날당일,,,37.4809816,126.918218,,1
100186,3,박물관/기념관,서대문형무소역사관,http://culture.seoul.go.kr/data/cf/20111020175430.jpg,서울  서대문구,02-360-8590~1,02-363-9752,www.sscmc.or.kr/culture2,3~10월 09:30~18:00 | 11~2월 09:30~17:00,"일반 1,500원 | 청소년 1,000원| 어린이 500원","매주 월요일, 신정, 설날",,,37.5742887,126.9562269,,1
100200,1,공연장,모차르트콘서트홀,http://culture.seoul.go.kr/data/cf/title_100200.gif,서울  서초구 서초동 1515-3 ),02-3472-8222,02-3472-8660,http://mozarthall.co.kr/,,,,,,37.4863962,127.004514,,1
100853,6,문화예술회관,금나래아트홀도서관,http://culture.seoul.go.kr/data/cf/20101118154540.jpg,서울  금천구 시흥동 1020 ),"02-2627-2991, 2994",02-2627-2995,http://www.geumcheonlib.seoul.kr/doc_gc4/,,,,,,37.4565795,126.8957384,,0
100281,1,공연장,영산아트홀,http://culture.seoul.go.kr/data/cf/title_100281.gif,서울  영등포구 여의도동 12 ),02-761-1587,02-761-4921,http://www.youngsanarthall.com/,,,,,,37.529556,126.9250467,,1
100461,1,공연장,떡· 부엌살림 박물관,http://culture.seoul.go.kr/data/cf/title_100461.jpg,서울  종로구 와룡동 164-2 ),02-741-5447,,www.tkmuseum.or.kr,평일 10:00~17:00일요일 12:00~17:00,일반 3000원초중고생 2000원,"추석, 설날 당일휴무",,,37.574973,126.990676,,1
100818,11,기타,영등포구민체육센터,,서울  영등포구 신길동 426-3 ),02-2650-1500~1503,,http://www.y-sisul.or.kr/business/busi01_01.asp,,,,,,37.500466,126.9063045,,1
100807,11,기타,구로구민체육센터,http://culture.seoul.go.kr/data/cf/20111020165514.gif,서울  구로구 고척동 ),02-2681-9595,02-2681-9109,http://guro-sc.or.kr/,,,,,,37.5066167,126.8533046,,0
